mortgage_loan_id,contract_no,customer_id,product_code,branch_code_raw,loan_principal,interest_rate_annual,disbursement_date_raw,maturity_date_raw,outstanding_principal,outstanding_interest,total_outstanding
3691,ML-2020-003691,292,HOME,Da Nang CN1,1564435319,9.5,07/07/2021,07/07/2042,457276436,12388507,469664943
3692,ML-2022-003692,1314,HOME,Ha Noi CN1,2461168762,11.0,07/11/2020,07/11/2030,1281028318,52994903,1334023221
3693,ML-2024-003693,4533,BUSINESS,HA_NOI_CN1,361617400,8.0,14.08.2023,14-08-2041,328179804,4493560,332673364
3694,ML-2023-003694,4108,BUSINESS,CN-HCM-01,4217094499,7.5,20.05.2020,2037-05-20,2795461119,53395534,2848856653
3695,ML-2023-003695,4302,BUSINESS,CAN_THO_1,2176873321,10.5,06.11.2020,2039-11-06,507757180,22221676,529978856
3696,ML-2023-003696,863,CAR,BR-HP01,4526181113,9.5,27-05-2022,27-05-2040,2151465594,58195100,2209660694
3697,ML-2020-003697,1289,BUSINESS,HA_NOI_CN1,2233608299,10.0,06.05.2021,06/05/2037,2070860721,59165436,2130026157
3698,ML-2021-003698,2428,CAR,Hai Phong CN1,3636548221,11.0,11-07-2023,11/07/2042,3232873249,144875062,3377748311
3699,ML-2022-003699,917,CAR,Ho Chi Minh Q3,551697665,7.5,2020-03-21,21/03/2039,293819519,8874577,302694096
3700,ML-2024-003700,318,HOME,Ha Noi CN1,4231645802,8.5,08-03-2021,08/03/2041,2028173430,46011106,2074184536
3701,ML-2021-003701,2397,HOME,Can Tho CN1,3586415871,10.0,12-11-2023,2037-11-12,3131014442,108301452,3239315894
3702,ML-2020-003702,3338,CAR,BR-HN01,1166872555,11.0,2023-02-26,26 Thg 2 2044,1139628932,17515117,1157144049
3703,ML-2022-003703,4094,BUSINESS,BR-CT01,639241364,8.0,2023-03-07,07/03/2044,267625607,6841057,274466664
3704,ML-2020-003704,4891,BUSINESS,CT-01,2642295690,10.5,2022-01-19,19/01/2044,1476490906,55041661,1531532567
3705,ML-2020-003705,4412,HOME,HP-01,4109563801,8.5,2020-06-03,2032-06-03,2940680913,110477277,3051158190
3706,ML-2022-003706,4903,CAR,Can Tho CN1,364985043,8.5,08/08/2023,08 Thg 8 2033,188910392,3462617,192373009
3707,ML-2023-003707,2166,BUSINESS,HCM_Q3,2677732117,8.5,06.04.2023,06 Thg 4 2047,1020380277,30923313,1051303590
3708,ML-2020-003708,401,HOME,DN-01,1358640813,7.5,08.06.2023,08-06-2035,560993570,20646244,581639814
3709,ML-2021-003709,1757,CAR,CAN_THO_1,1553438050,9.0,22-07-2020,2042-07-22,1479494010,40277202,1519771212
3710,ML-2021-003710,2987,CAR,BR-DN01,2073949813,9.5,18-12-2021,2040-12-18,1297964220,44717896,1342682116
3711,ML-2022-003711,2393,HOME,Ho Chi Minh Q1,1743318324,11.0,10-11-2021,10/11/2045,1639790103,38798025,1678588128
3712,ML-2022-003712,2297,BUSINESS,DN-01,4708270568,9.5,2021-02-01,01-02-2034,3169801117,78228415,3248029532
3713,ML-2020-003713,3047,BUSINESS,CN-HCM-02,2562356546,9.5,2022-04-19,19 Thg 4 2043,1783288819,42710681,1825999500
3714,ML-2021-003714,415,BUSINESS,HCM_Q3,1223217331,10.0,2021-12-27,27/12/2032,583630470,14036242,597666712
3715,ML-2021-003715,2805,HOME,DN-01,3047054983,10.5,27.08.2021,2037-08-27,2601306261,44588890,2645895151
3716,ML-2022-003716,480,CAR,DA_NANG_1,3764758521,8.0,2021-02-24,24 Thg 2 2033,1120156444,17478598,1137635042
3717,ML-2021-003717,3386,HOME,CT-01,2693087644,10.5,27/05/2021,27-05-2034,1270691970,44250598,1314942568
3718,ML-2022-003718,2063,CAR,Can Tho CN1,2675952818,11.0,03/08/2020,03/08/2040,2453413077,99211307,2552624384
3719,ML-2024-003719,1541,HOME,BR-DN01,4221257540,10.0,25/09/2022,25 Thg 9 2042,3281046786,96319665,3377366451
3720,ML-2024-003720,4678,BUSINESS,HN-01,3676063525,9.0,2021-02-14,2035-02-14,2498149410,35181900,2533331310
3721,ML-2024-003721,3437,CAR,CN-HCM-02,2698117384,8.5,2023-08-11,11/08/2043,1958422474,69262095,2027684569
3722,ML-2020-003722,2075,BUSINESS,HN-01,1819202465,10.5,2023-10-19,19-10-2037,939849044,22880122,962729166
3723,ML-2022-003723,4911,CAR,HP-01,638105178,9.5,2021-04-04,04-04-2033,513947128,18700200,532647328
3724,ML-2022-003724,4811,CAR,CT-01,4441687804,8.5,27/12/2023,2036-12-27,3434562124,105836537,3540398661
3725,ML-2020-003725,1026,HOME,Hai Phong CN1,2055879484,8.5,2021-11-12,12/11/2041,1389271792,16011188,1405282980
3726,ML-2022-003726,3027,BUSINESS,CAN_THO_1,700605699,7.5,26/12/2023,2047-12-26,515735065,11776841,527511906
3727,ML-2022-003727,1875,BUSINESS,HP-01,4035561829,7.5,21-08-2020,21 Thg 8 2040,2384699720,83723016,2468422736
3728,ML-2020-003728,4852,HOME,Ha Noi CN1,4159879382,10.0,2020-09-07,07/09/2042,3353755425,152347834,3506103259
3729,ML-2021-003729,4147,CAR,HA_NOI_CN1,3331346889,9.0,15-06-2020,15 Thg 6 2044,2997574533,75885743,3073460276
3730,ML-2020-003730,3012,CAR,Can Tho CN1,4021006705,7.5,13.12.2023,2046-12-13,2655727098,73599378,2729326476
3731,ML-2020-003731,4905,BUSINESS,CT-01,3357314236,10.5,14.01.2020,14-01-2041,1233302103,32917630,1266219733
3732,ML-2022-003732,102,BUSINESS,DA_NANG_1,3345726736,8.0,2021-11-09,09/11/2039,1836005331,31346255,1867351586
3733,ML-2021-003733,4751,HOME,CT-01,3615558035,7.5,03/01/2020,03 Thg 1 2030,1843869839,25817734,1869687573
3734,ML-2024-003734,2728,BUSINESS,HCM_Q1,3052793760,11.0,04/10/2020,04 Thg 10 2033,924570113,26984388,951554501
3735,ML-2020-003735,3875,BUSINESS,BR-CT01,4402115390,11.0,2022-08-14,2035-08-14,2398416198,72766961,2471183159
3736,ML-2022-003736,113,BUSINESS,Hai Phong CN1,841769885,8.5,2022-10-26,26/10/2042,517406375,8353398,525759773
3737,ML-2024-003737,3993,BUSINESS,BR-HN01,2174685803,8.0,2023-08-07,2039-08-07,1770634522,40279260,1810913782
3738,ML-2022-003738,2052,CAR,HA_NOI_CN1,797017499,10.0,26.12.2021,26/12/2044,377905371,7513333,385418704
3739,ML-2023-003739,4491,BUSINESS,HN-01,3131410248,8.0,05-09-2020,05 Thg 9 2043,2565202744,29571698,2594774442
3740,ML-2021-003740,227,BUSINESS,BR-CT01,2257479711,11.0,09/06/2020,09/06/2043,619455677,26930740,646386417
3741,ML-2021-003741,3427,BUSINESS,CT-01,821769172,10.0,07-04-2020,2042-04-07,475567710,23621001,499188711
3742,ML-2023-003742,1935,BUSINESS,HN-01,1699144106,9.5,23-07-2022,23-07-2041,533408854,15511911,548920765
3743,ML-2023-003743,2526,HOME,HCM_Q1,2323243499,7.5,2022-01-07,2042-01-07,1041449538,28598339,1070047877
3744,ML-2022-003744,600,CAR,BR-CT01,3146506894,10.0,19.10.2023,19 Thg 10 2040,1367233857,62049759,1429283616
3745,ML-2020-003745,4983,HOME,Can Tho CN1,1622520428,8.5,08/12/2022,2040-12-08,874775866,30531607,905307473
3746,ML-2021-003746,3711,BUSINESS,CAN_THO_1,1942581266,10.5,2021-12-25,25 Thg 12 2044,465066503,9499006,474565509
3747,ML-2024-003747,1026,HOME,Hai Phong CN1,1914291173,11.0,2023-05-10,10-05-2034,1279373915,64849502,1344223417
3748,ML-2020-003748,968,BUSINESS,Hai Phong CN1,4831059051,7.5,2021-11-09,09-11-2038,3885319572,50490900,3935810472
3749,ML-2020-003749,499,BUSINESS,CAN_THO_1,527544020,8.0,13.07.2020,13 Thg 7 2039,257288877,8995201,266284078
3750,ML-2024-003750,4499,BUSINESS,CT-01,2972295292,9.5,21.09.2022,21 Thg 9 2043,1975922073,25176176,2001098249
3751,ML-2022-003751,2366,HOME,BR-HP01,3919013995,10.5,2020-11-28,28/11/2042,2786002105,96074967,2882077072
3752,ML-2022-003752,3005,BUSINESS,BR-HP01,4684092716,9.0,22.08.2021,22 Thg 8 2043,4576043634,203041510,4779085144
3753,ML-2024-003753,848,HOME,Ha Noi CN1,927497053,7.5,13-03-2021,13/03/2032,837144569,29279872,866424441
3754,ML-2022-003754,2510,HOME,BR-HN01,715066268,8.5,15.12.2020,2041-12-15,266577621,3877256,270454877
3755,ML-2024-003755,3860,BUSINESS,HP-01,2877792122,11.0,08.01.2023,2035-01-08,1198252215,64564790,1262817005
3756,ML-2024-003756,670,HOME,Hai Phong CN1,2836555293,7.5,07.06.2022,07 Thg 6 2046,892896609,26815030,919711639
3757,ML-2023-003757,867,BUSINESS,DA_NANG_1,2408459325,8.5,28/11/2020,28-11-2040,1099925801,37420594,1137346395
3758,ML-2022-003758,2876,BUSINESS,BR-HCM01,4076987098,10.0,2021-02-06,06-02-2032,3824615855,85948679,3910564534
3759,ML-2020-003759,691,CAR,Da Nang CN1,1501161561,11.0,13-04-2020,13/04/2035,1168306236,24043839,1192350075
3760,ML-2021-003760,3483,HOME,Ha Noi CN1,940394937,8.0,2022-11-15,15 Thg 11 2047,823816675,26616357,850433032
3761,ML-2023-003761,2553,CAR,Ha Noi CN1,3424917052,8.5,2020-01-27,27/01/2045,3129938896,84281075,3214219971
3762,ML-2021-003762,1417,HOME,BR-HP01,3343141923,8.0,01.06.2023,01/06/2046,1270159380,21292308,1291451688
3763,ML-2020-003763,2137,CAR,Ha Noi CN1,2820207916,8.0,21-12-2023,21 Thg 12 2035,951425217,10409534,961834751
3764,ML-2022-003764,1733,HOME,HAI_PHONG_1,4816222193,10.5,18.12.2022,18/12/2045,2665106006,69627181,2734733187
3765,ML-2023-003765,4156,CAR,CAN_THO_1,2289032396,8.5,19/10/2020,19 Thg 10 2032,1778693111,44042872,1822735983
3766,ML-2023-003766,2228,CAR,BR-DN01,306202935,8.5,28.10.2023,28-10-2038,143752128,3384422,147136550
3767,ML-2022-003767,574,CAR,HA_NOI_CN1,4595302063,7.5,18.10.2021,18 Thg 10 2032,2476440324,89261111,2565701435
3768,ML-2024-003768,322,BUSINESS,Ha Noi CN1,4971547497,10.5,21.10.2022,21/10/2040,1703913041,32885270,1736798311
3769,ML-2024-003769,2506,CAR,HA_NOI_CN1,1016679937,10.5,21/01/2023,21-01-2048,992366764,41174624,1033541388
3770,ML-2023-003770,397,BUSINESS,Ha Noi CN1,1532427469,11.0,2023-06-07,07-06-2037,1475196980,34912394,1510109374
3771,ML-2020-003771,3698,HOME,HCM_Q1,853904390,8.5,2022-08-12,2040-08-12,282558594,6179553,288738147
3772,ML-2021-003772,1707,CAR,Ha Noi CN1,4607952665,9.5,24.06.2022,2039-06-24,3760440027,57257565,3817697592
3773,ML-2023-003773,3139,BUSINESS,CAN_THO_1,1061564740,9.5,2023-08-14,14/08/2039,1033354110,12148899,1045503009
3774,ML-2020-003774,3815,BUSINESS,BR-DN01,510267569,9.5,25.09.2022,2040-09-25,289760255,9222025,298982280
3775,ML-2024-003775,2037,BUSINESS,HN-01,2931135347,9.0,25/10/2021,25/10/2038,1045638830,26203582,1071842412
3776,ML-2023-003776,4157,BUSINESS,Can Tho CN1,3720800804,8.5,04.09.2022,04 Thg 9 2038,1049254688,44517179,1093771867
3777,ML-2022-003777,3077,HOME,Da Nang CN1,3490206706,9.0,16/01/2022,16 Thg 1 2047,2744013835,60249567,2804263402
3778,ML-2020-003778,4717,BUSINESS,BR-DN01,2517980605,10.5,07/11/2020,07/11/2039,2334070099,100970503,2435040602
3779,ML-2022-003779,2106,BUSINESS,BR-CT01,2624361513,11.0,05.12.2021,05/12/2044,709998169,9577470,719575639
3780,ML-2023-003780,4061,BUSINESS,CAN_THO_1,4513069945,10.5,23/11/2023,2048-11-23,4498165252,232997941,4731163193
3781,ML-2020-003781,1859,BUSINESS,CN-HCM-02,2741808541,9.0,07.06.2020,2038-06-07,1479405802,65218704,1544624506
3782,ML-2021-003782,1718,CAR,HN-01,804008708,9.0,09.03.2021,09/03/2046,386042535,10814385,396856920
3783,ML-2022-003783,4003,HOME,BR-CT01,3838306835,10.5,05-04-2020,05 Thg 4 2030,3667623217,188197671,3855820888
3784,ML-2021-003784,3654,HOME,Ha Noi CN1,2306207457,9.0,25/08/2022,25-08-2044,481988602,6764886,488753488
3785,ML-2022-003785,2395,BUSINESS,HA_NOI_CN1,3701958531,7.5,22/07/2023,22-07-2041,789009464,13651443,802660907
3786,ML-2022-003786,873,HOME,BR-CT01,3544988809,9.0,20.12.2022,20-12-2043,3080862212,133238602,3214100814
3787,ML-2022-003787,3958,BUSINESS,Da Nang CN1,4558023589,9.5,2023-02-23,23 Thg 2 2048,4259199274,138413876,4397613150
3788,ML-2023-003788,3672,CAR,HAI_PHONG_1,911688094,8.5,14-12-2021,2043-12-14,863785885,14300883,878086768
3789,ML-2020-003789,2371,CAR,BR-HP01,934622864,7.5,25-08-2021,25 Thg 8 2032,788771286,29191318,817962604
3790,ML-2024-003790,1008,BUSINESS,HN-01,3275862227,9.0,04-06-2020,04/06/2041,1644061695,49973106,1694034801
3791,ML-2020-003791,2459,HOME,BR-CT01,4297091068,8.0,16-01-2021,2031-01-16,2243229504,79584164,2322813668
3792,ML-2024-003792,3666,CAR,Ho Chi Minh Q1,2741171728,8.5,09-05-2021,09 Thg 5 2042,948965948,13922202,962888150
3793,ML-2020-003793,1101,HOME,Ho Chi Minh Q3,660438826,10.0,13/08/2020,2036-08-13,423543174,9603103,433146277
3794,ML-2024-003794,2602,HOME,CT-01,478637183,7.5,22.12.2022,2043-12-22,417172088,13419036,430591124
3795,ML-2021-003795,244,BUSINESS,DA_NANG_1,4180288498,8.0,28.09.2021,2040-09-28,3534588213,101584349,3636172562
3796,ML-2020-003796,2350,HOME,HCM_Q3,4515519541,10.5,2021-09-05,05-09-2039,2872684559,137443438,3010127997
3797,ML-2024-003797,2504,HOME,DA_NANG_1,4333725939,7.5,2021-09-10,10/09/2042,2608758956,23270245,2632029201
3798,ML-2023-003798,3076,CAR,BR-CT01,712090452,10.5,23-05-2020,23-05-2043,491775371,16557155,508332526
3799,ML-2024-003799,3560,CAR,CT-01,4661330937,9.0,10.06.2023,10/06/2035,3324336429,142667100,3467003529
3800,ML-2022-003800,1926,HOME,HP-01,2491928178,9.5,11.01.2023,11/01/2045,553105990,21771919,574877909
3801,ML-2020-003801,2385,HOME,CN-HCM-02,4580314088,9.5,2022-11-13,2043-11-13,1423665621,61649621,1485315242
3802,ML-2021-003802,2188,CAR,BR-HCM02,2091215525,10.0,2023-07-27,2044-07-27,1451427946,62958699,1514386645
3803,ML-2022-003803,3548,CAR,CN-HCM-02,2139100656,11.0,19/08/2021,19-08-2034,883966071,27680020,911646091
3804,ML-2024-003804,385,HOME,BR-DN01,3327701514,10.0,23.02.2021,2031-02-23,1033146231,27795240,1060941471
3805,ML-2022-003805,4596,HOME,HN-01,4900967839,9.5,22/05/2021,2036-05-22,1271388455,42628562,1314017017
3806,ML-2020-003806,2998,HOME,CN-HCM-01,3083288621,8.5,15/08/2021,15/08/2034,634999657,24963276,659962933
3807,ML-2024-003807,3214,CAR,Can Tho CN1,1430323864,8.5,2021-08-18,18-08-2037,534217651,8102455,542320106
3808,ML-2021-003808,2163,BUSINESS,DA_NANG_1,1865095851,10.0,13.09.2023,13-09-2034,433800035,5199017,438999052
3809,ML-2022-003809,4101,BUSINESS,Ha Noi CN1,797525989,11.0,03-01-2022,03/01/2040,506268503,20900878,527169381
3810,ML-2022-003810,63,BUSINESS,BR-HCM02,4806809841,11.0,23-10-2023,23-10-2036,4729406630,233340741,4962747371
3811,ML-2020-003811,1110,CAR,BR-HCM02,4402417676,9.5,03-07-2023,2041-07-03,1208739101,11654297,1220393398
3812,ML-2023-003812,2688,BUSINESS,CN-HCM-02,3922440617,10.5,18-07-2023,18-07-2042,1827954158,78868253,1906822411
3813,ML-2023-003813,3690,BUSINESS,CN-HCM-01,2431512369,10.5,20-10-2022,20/10/2033,931042045,20786498,951828543
3814,ML-2021-003814,4742,BUSINESS,HA_NOI_CN1,2709675217,10.5,13.03.2021,13-03-2039,1942784888,63359432,2006144320
3815,ML-2023-003815,435,HOME,BR-DN01,1640258732,8.5,07-07-2021,07-07-2032,591495573,18265893,609761466
3816,ML-2020-003816,2539,HOME,Hai Phong CN1,4926678512,9.0,2022-07-04,2046-07-04,2897464974,56277644,2953742618
3817,ML-2021-003817,121,CAR,Ha Noi CN1,1617339969,9.0,24/03/2023,2040-03-24,1311539009,15398974,1326937983
3818,ML-2023-003818,437,HOME,HCM_Q1,2646277733,9.5,07-02-2021,07-02-2046,1646457813,34876760,1681334573
3819,ML-2022-003819,4621,CAR,BR-HN01,4016245212,9.0,19.03.2023,19 Thg 3 2036,2111987022,52407636,2164394658
3820,ML-2024-003820,2508,BUSINESS,CN-HCM-01,4157786183,9.5,2022-03-11,2034-03-11,1883501149,41780246,1925281395
3821,ML-2020-003821,3755,HOME,Da Nang CN1,1542932975,10.0,14/09/2021,14-09-2040,390883862,10568305,401452167
3822,ML-2020-003822,2540,BUSINESS,BR-HCM02,1934811842,8.0,11/05/2022,11 Thg 5 2039,1873457015,65534932,1938991947
3823,ML-2020-003823,2337,HOME,BR-HP01,3817570947,10.5,2020-05-14,14-05-2042,1834581534,55788628,1890370162
3824,ML-2021-003824,4575,BUSINESS,HAI_PHONG_1,1460194401,8.0,03.05.2021,2033-05-03,298775092,3454086,302229178
3825,ML-2022-003825,4053,BUSINESS,BR-HCM02,1780979328,9.5,09-02-2022,09/02/2042,1049120001,18445420,1067565421
3826,ML-2024-003826,286,BUSINESS,BR-DN01,2305746397,10.5,2023-12-03,03/12/2041,1417720198,18969810,1436690008
3827,ML-2024-003827,4592,HOME,HP-01,2574025883,11.0,2021-04-21,21 Thg 4 2032,2136734806,91521387,2228256193
3828,ML-2023-003828,4641,CAR,Ho Chi Minh Q3,1761943254,9.0,01.11.2020,01-11-2030,1357692646,18298413,1375991059
3829,ML-2024-003829,1656,BUSINESS,BR-DN01,2497417721,11.0,2021-04-02,02 Thg 4 2036,2146055256,46189538,2192244794
3830,ML-2021-003830,3234,CAR,HN-01,1087455612,9.0,27.04.2023,2043-04-27,940560880,13413429,953974309
3831,ML-2023-003831,98,CAR,BR-HP01,506472263,11.0,07-06-2021,07/06/2035,408265509,16291286,424556795
3832,ML-2022-003832,937,HOME,HCM_Q3,4820117302,10.0,15/10/2021,15-10-2040,1714954444,62327667,1777282111
3833,ML-2024-003833,2803,HOME,CAN_THO_1,1571216701,10.5,2020-11-13,13 Thg 11 2030,901315411,42870525,944185936
3834,ML-2022-003834,1728,CAR,BR-DN01,3303117155,8.0,2023-05-03,03/05/2035,1630912902,29250522,1660163424
3835,ML-2020-003835,4250,BUSINESS,HA_NOI_CN1,3298469899,9.5,2021-07-02,02/07/2044,2645306354,82947964,2728254318
3836,ML-2021-003836,711,CAR,Can Tho CN1,1415623705,10.0,20/10/2023,20-10-2043,1275202230,41433481,1316635711
3837,ML-2021-003837,4107,CAR,Ho Chi Minh Q1,4868971020,11.0,11/08/2022,11 Thg 8 2040,2358015364,63934236,2421949600
3838,ML-2020-003838,2744,CAR,Da Nang CN1,3183112386,10.5,07.09.2021,07 Thg 9 2046,1520398330,44959235,1565357565
3839,ML-2021-003839,4100,BUSINESS,BR-HCM01,636196998,8.5,08.04.2020,08/04/2041,522714792,18397259,541112051
3840,ML-2021-003840,1244,BUSINESS,BR-CT01,1594100521,9.0,22-05-2022,22-05-2046,964724791,33416113,998140904
3841,ML-2021-003841,1748,BUSINESS,HN-01,4468627100,8.5,12-03-2022,2038-03-12,3957838440,159896517,4117734957
3842,ML-2021-003842,905,HOME,CT-01,575159851,8.0,22-04-2023,22 Thg 4 2045,547702359,11962753,559665112
3843,ML-2024-003843,2920,HOME,Hai Phong CN1,1398461574,8.0,25-08-2022,2045-08-25,890028861,26044743,916073604
3844,ML-2020-003844,919,CAR,BR-HN01,3739502803,7.5,04/03/2021,04-03-2037,1066833742,11090847,1077924589
3845,ML-2023-003845,4871,CAR,HA_NOI_CN1,885826025,8.5,04-05-2022,04/05/2036,757444306,22608886,780053192
3846,ML-2023-003846,3277,CAR,Hai Phong CN1,788729890,9.5,2022-04-16,2042-04-16,360826515,14873294,375699809
3847,ML-2023-003847,1858,HOME,HAI_PHONG_1,2192322598,7.5,04-11-2020,04/11/2033,1179850252,19414903,1199265155
3848,ML-2021-003848,3083,BUSINESS,HA_NOI_CN1,1988971274,10.0,2022-05-14,14/05/2038,1013413256,39972979,1053386235
3849,ML-2021-003849,4116,HOME,BR-CT01,4745709893,10.0,19.02.2023,19/02/2040,3618902911,50693119,3669596030
3850,ML-2022-003850,3362,HOME,HP-01,1754045796,11.0,21/07/2023,2045-07-21,1584032688,40405847,1624438535
3851,ML-2022-003851,1924,CAR,BR-HP01,2805166183,7.5,2023-09-20,2044-09-20,2122642065,43723882,2166365947
3852,ML-2024-003852,539,BUSINESS,CAN_THO_1,3074889564,9.5,2023-05-13,13/05/2038,820310272,29486470,849796742
3853,ML-2020-003853,1686,HOME,BR-DN01,909970883,8.0,04.06.2022,04 Thg 6 2042,836188939,31342626,867531565
3854,ML-2021-003854,4408,BUSINESS,HCM_Q3,1170590784,11.0,17.03.2020,17 Thg 3 2043,639384898,32003199,671388097
3855,ML-2024-003855,111,CAR,DN-01,1453553600,8.0,2020-07-06,06 Thg 7 2031,1294514052,41611924,1336125976
3856,ML-2022-003856,1382,HOME,DN-01,3917967996,9.0,12-12-2023,2039-12-12,1849008828,45859313,1894868141
3857,ML-2020-003857,159,BUSINESS,BR-HN01,4303961351,7.5,11.08.2021,11-08-2032,2179677994,45862506,2225540500
3858,ML-2021-003858,4467,HOME,CT-01,1585883197,9.5,04-04-2021,04-04-2039,1258286522,20025969,1278312491
3859,ML-2024-003859,4197,CAR,BR-HCM02,2122191146,7.5,02-09-2020,2031-09-02,635180162,23134628,658314790
3860,ML-2020-003860,299,CAR,CT-01,309157626,7.5,2022-01-22,22-01-2039,217460806,6296663,223757469
3861,ML-2024-003861,3997,CAR,HAI_PHONG_1,4203583639,10.5,06/02/2022,06-02-2045,1296913464,51315966,1348229430
3862,ML-2021-003862,978,HOME,HA_NOI_CN1,1525699915,9.0,28-01-2023,28-01-2037,960420123,11536226,971956349
3863,ML-2022-003863,777,CAR,Ha Noi CN1,893700768,9.0,21-09-2023,21 Thg 9 2038,538446911,8275609,546722520
3864,ML-2024-003864,1021,CAR,BR-HN01,2657624526,8.5,26.05.2021,2043-05-26,2410405742,84358627,2494764369
3865,ML-2024-003865,80,BUSINESS,BR-HP01,2396876022,8.5,25.10.2020,25 Thg 10 2030,952685911,36174114,988860025
3866,ML-2020-003866,1815,CAR,HP-01,2974684037,8.0,21/06/2023,2040-06-21,725526931,21376043,746902974
3867,ML-2022-003867,2686,CAR,HCM_Q1,2335632030,10.5,21/05/2020,21 Thg 5 2044,1495441044,27012125,1522453169
3868,ML-2022-003868,3756,HOME,CN-HCM-01,671156631,8.5,04-11-2020,04/11/2037,147553615,2256059,149809674
3869,ML-2021-003869,2178,HOME,HP-01,4384802637,10.5,25-08-2022,25/08/2034,1122329087,16516986,1138846073
3870,ML-2020-003870,907,HOME,HAI_PHONG_1,2461023879,9.5,05.03.2022,05/03/2045,1216641333,52396065,1269037398
3871,ML-2020-003871,3860,HOME,BR-HP01,4581260210,9.5,03-04-2020,03-04-2042,4064003674,148175769,4212179443
3872,ML-2023-003872,1624,CAR,BR-HCM02,1189725904,9.5,07-12-2023,07-12-2035,398571882,11587057,410158939
3873,ML-2021-003873,2251,CAR,Hai Phong CN1,3134458592,8.5,19/10/2023,19 Thg 10 2041,3068065804,73653755,3141719559
3874,ML-2024-003874,4440,CAR,Da Nang CN1,1250073755,8.5,20.11.2020,20 Thg 11 2030,256530988,5959056,262490044
3875,ML-2020-003875,2234,BUSINESS,Hai Phong CN1,3051618532,10.0,05-01-2022,05 Thg 1 2040,1109256312,50294369,1159550681
3876,ML-2023-003876,1832,BUSINESS,CT-01,362425400,10.5,2021-03-16,16-03-2037,105836027,1565587,107401614
3877,ML-2020-003877,858,BUSINESS,CT-01,838457333,10.5,10/07/2021,10/07/2045,217422137,10603887,228026024
3878,ML-2023-003878,805,CAR,DN-01,3238668799,9.5,16.07.2021,16 Thg 7 2046,2355457319,57273049,2412730368
3879,ML-2021-003879,1362,HOME,HAI_PHONG_1,1135298240,8.0,08/04/2021,08/04/2046,980771911,7882796,988654707
3880,ML-2023-003880,386,CAR,CAN_THO_1,2733839768,8.0,2022-10-10,2043-10-10,2153702817,41674091,2195376908
3881,ML-2020-003881,245,CAR,HN-01,3474051339,9.0,11/10/2022,2044-10-11,2127328456,33231591,2160560047
3882,ML-2021-003882,2847,CAR,HAI_PHONG_1,2732279534,10.5,2020-05-25,25 Thg 5 2030,699321528,34823829,734145357
3883,ML-2024-003883,825,CAR,Hai Phong CN1,1116000476,10.0,2023-09-20,2043-09-20,730716186,12896566,743612752
3884,ML-2021-003884,2370,HOME,HP-01,4404734858,8.0,02/03/2020,02/03/2045,3810689535,109744813,3920434348
3885,ML-2021-003885,4520,HOME,Ho Chi Minh Q3,3825377203,8.5,15/01/2021,15/01/2035,3180871968,53266196,3234138164
3886,ML-2024-003886,2253,BUSINESS,Can Tho CN1,1256008204,10.0,2020-02-23,23 Thg 2 2037,723053980,30233254,753287234
3887,ML-2024-003887,3409,HOME,CAN_THO_1,2883907963,11.0,15/07/2023,15 Thg 7 2040,2041382641,86612074,2127994715
3888,ML-2021-003888,1157,CAR,Da Nang CN1,2052784035,8.0,22-05-2022,22-05-2044,855194702,7488447,862683149
3889,ML-2023-003889,1931,HOME,Can Tho CN1,3822149820,10.5,22-05-2020,22 Thg 5 2033,918412439,42159259,960571698
3890,ML-2024-003890,1827,CAR,BR-CT01,570373608,7.5,09/09/2020,2036-09-09,524026679,13035726,537062405
3891,ML-2024-003891,1012,CAR,BR-HN01,4919075524,11.0,2023-04-07,2043-04-07,3947230473,91973782,4039204255
3892,ML-2022-003892,3939,HOME,BR-DN01,4028068647,9.5,2021-03-15,2036-03-15,3081183183,62168571,3143351754
3893,ML-2022-003893,1714,BUSINESS,BR-DN01,2058183407,10.5,14/11/2021,2039-11-14,1631690144,69675063,1701365207
3894,ML-2020-003894,3002,BUSINESS,CAN_THO_1,1299197214,9.0,2020-04-16,16 Thg 4 2040,950732763,11173472,961906235
3895,ML-2021-003895,1928,CAR,DA_NANG_1,981765427,10.5,2022-10-09,09/10/2042,927662982,40757108,968420090
3896,ML-2021-003896,2781,CAR,DN-01,4954327457,10.5,2021-06-16,16 Thg 6 2034,4111587385,91185313,4202772698
3897,ML-2023-003897,1522,HOME,HN-01,2356698664,9.0,2021-11-20,2034-11-20,2040050763,66015619,2106066382
3898,ML-2022-003898,2006,CAR,Ha Noi CN1,3242669514,8.0,2022-09-03,2033-09-03,1644634324,20085249,1664719573
3899,ML-2022-003899,3659,HOME,Can Tho CN1,4122506839,10.5,2021-09-19,19-09-2034,2598336144,119946200,2718282344
3900,ML-2021-003900,3458,HOME,Ha Noi CN1,2141677499,8.0,27.08.2023,2045-08-27,1204461302,24938827,1229400129
3901,ML-2024-003901,1767,BUSINESS,Hai Phong CN1,3694558244,8.0,07/10/2020,07 Thg 10 2039,3393555037,108286619,3501841656
3902,ML-2022-003902,912,HOME,BR-HCM01,3377686261,11.0,2021-01-21,21/01/2036,1258042362,52824442,1310866804
3903,ML-2022-003903,3580,BUSINESS,Ho Chi Minh Q1,3975442190,9.5,09-01-2021,09 Thg 1 2040,2272179539,75703988,2347883527
